Python 2.7 Windows help file, https://www.python.org/ftp/python/2.7.13/python2713.chm, 95040f65a4a6db3d17c40fbd882f7eae, .chm
NumPy 1.13.1 for Python 2.7 (whl file), https://pypi.python.org/packages/d8/d5/0451014d76ef9b85c86c13b3aaa16cd69d3d6780c4dbd51978253a82c482/numpy-1.13.1-cp27-none-win_amd64.whl, 245e3ebe32cf60d9d16e7267aa4292fc, .whl
Tensorflow for Python 3.6 (whl file), https://pypi.python.org/packages/bf/d4/80197f48f9fb90a17c47cdd834b2f13d5f714f26e8ed5c77069d57aa3ecb/tensorflow-1.3.0-cp36-cp36m-win_amd64.whl#md5=3a7dbe9a17d806e43d2e71b3ddb0cd52,3a7dbe9a17d806e43d2e71b3ddb0cd52, .whl
WinMd5Free zip file,http://www.winmd5.com/download/winmd5free.zip, 73f48840b60ab6da68b03acd322445ee, .zip
